Transaction ID,Transaction Amount,Transaction Type,Timestamp,Minute,Transaction Status,Fail Flag,Fraud ,Fraud Flag,Geolocation (Latitude),Geolocation (Longitude),Device Used,Network Slice ID,Latency (ms),Slice Bandwidth (Mbps)
TXN9838700245,988.73,Withdrawal,10:39:00 AM,39,Success,0,TRUE,1,48.8566 N, 0.1278 W,Desktop,Slice1,14,94
TXN5922675949,1026.97,Transfer,10:17:00 AM,17,Success,0,FALSE,0,55.7558 N, 139.6917 W,Mobile,Slice1,5,129
TXN3099410634,69.81,Withdrawal,10:50:00 AM,50,Failed,1,FALSE,0,35.6895 N, 2.3522 W,Desktop,Slice2,11,84
TXN3775779664,716.02,Withdrawal,10:59:00 AM,59,Failed,1,FALSE,0,51.5074 N, 37.6173 W,Desktop,Slice1,13,108
TXN7459821975,865.15,Deposit,10:46:00 AM,46,Success,0,TRUE,1,55.7558 N, 2.3522 W,Desktop,Slice2,12,72
TXN8075491777,1226.35,Transfer,10:36:00 AM,36,Success,0,TRUE,1,35.6895 N, 139.6917 W,Mobile,Slice2,13,67
TXN1288003827,99.03,Transfer,10:11:00 AM,11,Failed,1,FALSE,0,48.8566 N, 139.6917 W,Desktop,Slice1,16,220
TXN4769969230,58.13,Withdrawal,10:04:00 AM,4,Success,0,FALSE,0,34.0522 N, 2.3522 W,Desktop,Slice1,17,207
TXN9703349688,103.8,Withdrawal,10:18:00 AM,18,Failed,1,FALSE,0,48.8566 N, 2.3522 W,Mobile,Slice2,12,233
TXN1191908152,729.84,Deposit,10:17:00 AM,17,Failed,1,TRUE,1,35.6895 N, 37.6173 W,Desktop,Slice2,5,57
TXN8215188209,755.82,Deposit,10:35:00 AM,35,Failed,1,FALSE,0,34.0522 N, 2.3522 W,Desktop,Slice3,20,203
TXN2591216678,406.25,Deposit,10:36:00 AM,36,Success,0,FALSE,0,55.7558 N, 37.6173 W,Mobile,Slice1,7,226
TXN1657854140,531.26,Transfer,10:10:00 AM,10,Failed,1,FALSE,0,35.6895 N, 0.1278 W,Mobile,Slice1,17,140
TXN6423807883,280.31,Transfer,10:34:00 AM,34,Failed,1,FALSE,0,35.6895 N, -118.2437 W,Desktop,Slice1,14,220
TXN2911402677,1365.35,Transfer,10:50:00 AM,50,Success,0,FALSE,0,34.0522 N, -74.006 W,Desktop,Slice3,11,247
TXN3004498462,914.96,Deposit,10:02:00 AM,2,Success,0,FALSE,0,51.5074 N, 0.1278 W,Mobile,Slice2,7,117
TXN8761342560,1081.34,Deposit,10:04:00 AM,4,Failed,1,TRUE,1,35.6895 N, 0.1278 W,Mobile,Slice2,7,106
TXN9179726148,993.15,Deposit,10:54:00 AM,54,Failed,1,TRUE,1,35.6895 N, 2.3522 W,Desktop,Slice1,9,150
TXN2407769213,286.5,Transfer,11:00:00 AM,0,Failed,1,FALSE,0,34.0522 N, -74.006 W,Mobile,Slice2,8,66
TXN8132394228,229.22,Deposit,10:24:00 AM,24,Failed,1,FALSE,0,51.5074 N, 0.1278 W,Desktop,Slice2,6,143
TXN7938524187,594.59,Transfer,10:52:00 AM,52,Success,0,TRUE,1,55.7558 N, -118.2437 W,Mobile,Slice3,19,182
TXN6872957419,1090.28,Transfer,10:48:00 AM,48,Success,0,FALSE,0,55.7558 N, 37.6173 W,Desktop,Slice2,8,191
TXN8900635637,1229.47,Withdrawal,10:08:00 AM,8,Success,0,FALSE,0,48.8566 N, 139.6917 W,Desktop,Slice1,7,223
TXN3907059390,827.28,Transfer,10:03:00 AM,3,Failed,1,TRUE,1,51.5074 N, -118.2437 W,Mobile,Slice3,17,91
TXN8299674970,985.95,Withdrawal,10:13:00 AM,13,Failed,1,TRUE,1,48.8566 N, 2.3522 W,Desktop,Slice3,10,196
TXN7343962419,854.53,Withdrawal,10:47:00 AM,47,Success,0,TRUE,1,51.5074 N, 2.3522 W,Mobile,Slice1,8,204
TXN5245549593,1170.07,Withdrawal,10:43:00 AM,43,Failed,1,FALSE,0,40.7128 N, 139.6917 W,Mobile,Slice3,9,230
TXN4345176866,1196.04,Deposit,10:43:00 AM,43,Success,0,TRUE,1,34.0522 N, 37.6173 W,Mobile,Slice1,9,102
TXN1560479237,99.09,Deposit,10:57:00 AM,57,Success,0,FALSE,0,40.7128 N, 0.1278 W,Desktop,Slice2,19,220
TXN5092379896,420.86,Deposit,10:46:00 AM,46,Success,0,FALSE,0,55.7558 N, 37.6173 W,Mobile,Slice3,6,68
TXN6843260624,292.99,Withdrawal,10:55:00 AM,55,Success,0,FALSE,0,55.7558 N, -74.006 W,Desktop,Slice2,10,93
TXN8489127084,996.89,Withdrawal,10:05:00 AM,5,Success,0,TRUE,1,55.7558 N, 0.1278 W,Desktop,Slice3,9,143
TXN7338773006,1040.45,Transfer,10:53:00 AM,53,Failed,1,FALSE,0,34.0522 N, 139.6917 W,Desktop,Slice1,13,223
TXN5880566258,476.97,Transfer,10:05:00 AM,5,Success,0,FALSE,0,48.8566 N, 0.1278 W,Mobile,Slice2,6,112
TXN2413731893,241.5,Deposit,10:42:00 AM,42,Success,0,TRUE,1,55.7558 N, 139.6917 W,Mobile,Slice2,18,64
TXN4537775371,463.4,Deposit,10:39:00 AM,39,Success,0,FALSE,0,35.6895 N, -74.006 W,Mobile,Slice1,10,95
TXN9281433787,950.03,Deposit,10:40:00 AM,40,Failed,1,TRUE,1,34.0522 N, 0.1278 W,Mobile,Slice2,11,104
TXN5874991898,499.71,Transfer,10:21:00 AM,21,Failed,1,TRUE,1,51.5074 N, -74.006 W,Mobile,Slice1,3,127
TXN3291589485,978.12,Deposit,10:24:00 AM,24,Failed,1,TRUE,1,40.7128 N, -74.006 W,Mobile,Slice3,16,178
TXN1349130936,692.55,Deposit,10:21:00 AM,21,Failed,1,TRUE,1,55.7558 N, 139.6917 W,Desktop,Slice2,20,115
TXN8148340158,569.57,Deposit,10:56:00 AM,56,Success,0,FALSE,0,55.7558 N, 2.3522 W,Desktop,Slice1,8,104
TXN9928470605,766.78,Transfer,10:57:00 AM,57,Failed,1,FALSE,0,55.7558 N, 2.3522 W,Desktop,Slice3,19,241
TXN2200351148,1364.8,Withdrawal,10:27:00 AM,27,Failed,1,FALSE,0,51.5074 N, 139.6917 W,Desktop,Slice3,7,243
TXN4624273975,287.89,Deposit,10:37:00 AM,37,Failed,1,TRUE,1,35.6895 N, -118.2437 W,Mobile,Slice2,7,250
TXN9937533232,1012.1,Transfer,10:08:00 AM,8,Failed,1,TRUE,1,48.8566 N, -74.006 W,Desktop,Slice2,20,91
TXN1696527060,1497.76,Transfer,10:54:00 AM,54,Success,0,TRUE,1,55.7558 N, -118.2437 W,Desktop,Slice2,10,113
TXN7597097822,477.66,Transfer,10:20:00 AM,20,Failed,1,FALSE,0,51.5074 N, 139.6917 W,Desktop,Slice1,9,55
TXN2915893387,895.62,Transfer,10:25:00 AM,25,Failed,1,FALSE,0,48.8566 N, 0.1278 W,Desktop,Slice2,4,219
TXN4827977949,176.46,Transfer,10:54:00 AM,54,Success,0,TRUE,1,34.0522 N, -118.2437 W,Mobile,Slice3,15,132
TXN6617448958,53.53,Deposit,10:53:00 AM,53,Failed,1,TRUE,1,40.7128 N, -74.006 W,Mobile,Slice2,16,132
TXN6280767843,233.95,Deposit,10:17:00 AM,17,Failed,1,FALSE,0,48.8566 N, 37.6173 W,Desktop,Slice1,13,178
TXN5271444103,1058.41,Transfer,10:47:00 AM,47,Success,0,FALSE,0,55.7558 N, -74.006 W,Desktop,Slice1,8,119
TXN1536273608,599.56,Deposit,10:23:00 AM,23,Failed,1,TRUE,1,35.6895 N, 37.6173 W,Desktop,Slice3,9,109
TXN3937314067,429.38,Transfer,10:56:00 AM,56,Failed,1,FALSE,0,40.7128 N, -118.2437 W,Desktop,Slice1,14,230
TXN2720807903,1434.83,Withdrawal,10:11:00 AM,11,Success,0,FALSE,0,51.5074 N, 0.1278 W,Mobile,Slice3,20,220
TXN7452848702,892.35,Transfer,10:07:00 AM,7,Success,0,TRUE,1,35.6895 N, -74.006 W,Desktop,Slice2,15,63
TXN4755755598,1009.5,Withdrawal,10:10:00 AM,10,Success,0,TRUE,1,48.8566 N, 0.1278 W,Mobile,Slice2,3,153
TXN1760011640,407.18,Deposit,10:45:00 AM,45,Success,0,FALSE,0,34.0522 N, -74.006 W,Desktop,Slice3,8,143
TXN6811608436,530.77,Transfer,10:20:00 AM,20,Failed,1,TRUE,1,51.5074 N, -118.2437 W,Mobile,Slice1,5,162
TXN8157291340,548.93,Transfer,10:49:00 AM,49,Failed,1,TRUE,1,34.0522 N, 2.3522 W,Mobile,Slice2,11,88
TXN6948194620,934.63,Deposit,10:11:00 AM,11,Failed,1,FALSE,0,51.5074 N, -118.2437 W,Mobile,Slice1,9,139
TXN3765488448,985.07,Transfer,10:35:00 AM,35,Failed,1,TRUE,1,48.8566 N, 37.6173 W,Desktop,Slice3,15,132
TXN5349103389,1157.76,Withdrawal,10:02:00 AM,2,Failed,1,TRUE,1,35.6895 N, 2.3522 W,Mobile,Slice1,6,69
TXN3634235632,256.07,Withdrawal,10:25:00 AM,25,Failed,1,FALSE,0,51.5074 N, 0.1278 W,Mobile,Slice1,15,92
TXN3987830639,1222.13,Withdrawal,10:52:00 AM,52,Success,0,FALSE,0,55.7558 N, -74.006 W,Desktop,Slice3,11,100
TXN6827741081,97.22,Withdrawal,10:55:00 AM,55,Failed,1,FALSE,0,55.7558 N, 139.6917 W,Mobile,Slice2,11,242
TXN7760115770,474.4,Transfer,10:26:00 AM,26,Failed,1,FALSE,0,48.8566 N, 0.1278 W,Desktop,Slice1,3,89
TXN2349552755,63.23,Transfer,10:52:00 AM,52,Success,0,FALSE,0,35.6895 N, 139.6917 W,Mobile,Slice3,18,224
TXN2205129655,1464.96,Deposit,10:11:00 AM,11,Success,0,FALSE,0,48.8566 N, -118.2437 W,Mobile,Slice1,4,216
TXN5544938025,806.29,Deposit,10:24:00 AM,24,Failed,1,TRUE,1,35.6895 N, 0.1278 W,Desktop,Slice2,4,100
TXN8520574795,1181.75,Deposit,10:19:00 AM,19,Failed,1,TRUE,1,48.8566 N, 139.6917 W,Desktop,Slice3,15,237
TXN1987186978,201.5,Transfer,10:11:00 AM,11,Failed,1,FALSE,0,55.7558 N, 2.3522 W,Mobile,Slice1,17,126
TXN6111915454,128.78,Transfer,10:30:00 AM,30,Success,0,FALSE,0,55.7558 N, -74.006 W,Desktop,Slice3,9,183
TXN5332044415,439.79,Withdrawal,10:06:00 AM,6,Success,0,TRUE,1,51.5074 N, -118.2437 W,Desktop,Slice3,6,74
TXN7915670502,1011.54,Deposit,10:35:00 AM,35,Success,0,TRUE,1,34.0522 N, -74.006 W,Desktop,Slice1,19,108
TXN2643911906,483.75,Deposit,10:39:00 AM,39,Success,0,TRUE,1,35.6895 N, 37.6173 W,Mobile,Slice3,11,91
TXN8620085823,678.01,Transfer,10:06:00 AM,6,Failed,1,FALSE,0,51.5074 N, 2.3522 W,Mobile,Slice2,16,234
TXN4548697356,597.43,Transfer,10:40:00 AM,40,Failed,1,FALSE,0,55.7558 N, 2.3522 W,Desktop,Slice2,10,87
TXN1435383761,1172.11,Withdrawal,10:29:00 AM,29,Success,0,TRUE,1,48.8566 N, 0.1278 W,Mobile,Slice3,12,240
TXN3005575371,919.33,Transfer,10:30:00 AM,30,Failed,1,FALSE,0,40.7128 N, -74.006 W,Mobile,Slice1,12,112
TXN4457314718,1331.78,Transfer,10:17:00 AM,17,Success,0,TRUE,1,51.5074 N, 139.6917 W,Mobile,Slice1,9,247
TXN2695316508,1304.24,Deposit,10:51:00 AM,51,Failed,1,TRUE,1,55.7558 N, -118.2437 W,Mobile,Slice1,17,99
TXN2013712439,229.96,Transfer,10:11:00 AM,11,Success,0,FALSE,0,34.0522 N, -74.006 W,Desktop,Slice3,6,215
TXN1586213339,951.98,Transfer,10:07:00 AM,7,Failed,1,FALSE,0,48.8566 N, 2.3522 W,Mobile,Slice2,7,79
TXN4702742989,822.01,Deposit,10:05:00 AM,5,Success,0,TRUE,1,55.7558 N, 139.6917 W,Desktop,Slice2,14,225
TXN7957686611,160,Transfer,10:09:00 AM,9,Success,0,FALSE,0,48.8566 N, 139.6917 W,Desktop,Slice1,4,249
TXN2478085562,832.4,Transfer,10:13:00 AM,13,Failed,1,FALSE,0,34.0522 N, 139.6917 W,Mobile,Slice3,17,50
TXN3007228135,1076.04,Withdrawal,10:21:00 AM,21,Failed,1,FALSE,0,55.7558 N, 0.1278 W,Desktop,Slice2,13,68
TXN9326625381,654.74,Transfer,10:29:00 AM,29,Success,0,TRUE,1,40.7128 N, 0.1278 W,Mobile,Slice2,5,117
TXN3238274353,280.59,Deposit,10:38:00 AM,38,Success,0,FALSE,0,51.5074 N, 2.3522 W,Desktop,Slice2,13,94
TXN1978796225,1390.33,Withdrawal,10:33:00 AM,33,Success,0,TRUE,1,48.8566 N, 2.3522 W,Desktop,Slice1,20,106
TXN3309554973,417.93,Withdrawal,10:39:00 AM,39,Success,0,FALSE,0,55.7558 N, 37.6173 W,Mobile,Slice1,11,54
TXN7460255392,1249.53,Deposit,10:45:00 AM,45,Failed,1,FALSE,0,51.5074 N, 0.1278 W,Mobile,Slice1,11,181
TXN4683838708,1304.23,Transfer,10:28:00 AM,28,Success,0,FALSE,0,35.6895 N, 2.3522 W,Desktop,Slice3,19,210
TXN8503880040,775.27,Transfer,10:21:00 AM,21,Success,0,TRUE,1,35.6895 N, 139.6917 W,Mobile,Slice1,15,55
TXN8622771982,407.35,Withdrawal,10:46:00 AM,46,Failed,1,TRUE,1,48.8566 N, 139.6917 W,Desktop,Slice3,8,61
TXN9831119424,662.75,Withdrawal,10:56:00 AM,56,Success,0,FALSE,0,51.5074 N, 0.1278 W,Desktop,Slice3,20,137
TXN8058810575,269.99,Withdrawal,10:16:00 AM,16,Success,0,FALSE,0,51.5074 N, 37.6173 W,Mobile,Slice3,18,111
TXN7995329384,1393.08,Withdrawal,10:40:00 AM,40,Success,0,TRUE,1,40.7128 N, -74.006 W,Desktop,Slice1,4,73
TXN5244246982,380.22,Deposit,10:51:00 AM,51,Success,0,TRUE,1,34.0522 N, 2.3522 W,Mobile,Slice1,6,141
TXN1214214618,117.67,Withdrawal,10:24:00 AM,24,Failed,1,FALSE,0,35.6895 N, 2.3522 W,Desktop,Slice3,17,167
TXN9329992317,693.77,Deposit,10:22:00 AM,22,Success,0,TRUE,1,51.5074 N, 0.1278 W,Desktop,Slice2,7,248
TXN3559474519,91.57,Deposit,10:55:00 AM,55,Success,0,FALSE,0,51.5074 N, 0.1278 W,Mobile,Slice3,17,210
TXN4192170575,1453.16,Transfer,10:42:00 AM,42,Success,0,FALSE,0,55.7558 N, 37.6173 W,Desktop,Slice3,15,221
TXN9205676914,798.88,Transfer,10:32:00 AM,32,Success,0,FALSE,0,48.8566 N, 139.6917 W,Mobile,Slice1,20,105
TXN9089466769,94.08,Withdrawal,10:06:00 AM,6,Failed,1,TRUE,1,34.0522 N, -118.2437 W,Desktop,Slice3,17,134
TXN1525947631,129.36,Withdrawal,10:47:00 AM,47,Failed,1,FALSE,0,40.7128 N, -118.2437 W,Mobile,Slice1,18,167
TXN2967565010,320.15,Deposit,10:39:00 AM,39,Success,0,FALSE,0,40.7128 N, 0.1278 W,Mobile,Slice1,14,90
TXN3831013249,628.16,Deposit,10:02:00 AM,2,Failed,1,FALSE,0,40.7128 N, 0.1278 W,Mobile,Slice2,6,62
TXN8479002355,312.62,Withdrawal,10:47:00 AM,47,Success,0,FALSE,0,51.5074 N, 139.6917 W,Desktop,Slice3,17,135
TXN8781462679,594.88,Transfer,10:57:00 AM,57,Success,0,TRUE,1,35.6895 N, 139.6917 W,Mobile,Slice2,13,71
TXN3797326632,1107.97,Transfer,10:32:00 AM,32,Success,0,TRUE,1,55.7558 N, 2.3522 W,Desktop,Slice3,4,247
TXN1777850076,466.07,Transfer,10:11:00 AM,11,Failed,1,FALSE,0,35.6895 N, 2.3522 W,Desktop,Slice2,15,239
TXN2044765741,485.51,Deposit,10:53:00 AM,53,Success,0,TRUE,1,40.7128 N, -74.006 W,Mobile,Slice3,15,120
TXN9943868344,1290.77,Transfer,10:42:00 AM,42,Success,0,FALSE,0,34.0522 N, 37.6173 W,Mobile,Slice2,20,168
TXN8262818336,391.02,Transfer,10:44:00 AM,44,Success,0,TRUE,1,34.0522 N, 0.1278 W,Mobile,Slice2,9,192
TXN2373253528,1297.35,Transfer,10:22:00 AM,22,Failed,1,TRUE,1,35.6895 N, -118.2437 W,Desktop,Slice1,6,89
TXN9296634856,134.07,Withdrawal,10:58:00 AM,58,Failed,1,TRUE,1,48.8566 N, 37.6173 W,Mobile,Slice2,8,243
TXN4416733764,420.97,Deposit,10:50:00 AM,50,Success,0,TRUE,1,48.8566 N, -74.006 W,Desktop,Slice1,15,153
TXN4715125973,224.14,Transfer,10:24:00 AM,24,Success,0,FALSE,0,40.7128 N, 0.1278 W,Mobile,Slice1,18,213
TXN1293504093,1043.24,Transfer,10:10:00 AM,10,Success,0,TRUE,1,40.7128 N, 0.1278 W,Mobile,Slice1,19,248
TXN5402872631,555.97,Transfer,10:22:00 AM,22,Success,0,TRUE,1,48.8566 N, -74.006 W,Mobile,Slice1,4,214
TXN8058414110,319.68,Deposit,10:36:00 AM,36,Failed,1,TRUE,1,55.7558 N, 0.1278 W,Mobile,Slice3,7,166
TXN1804188246,978.39,Deposit,10:55:00 AM,55,Success,0,FALSE,0,51.5074 N, 2.3522 W,Desktop,Slice3,7,210
TXN6256269209,894.94,Transfer,10:49:00 AM,49,Success,0,FALSE,0,55.7558 N, -74.006 W,Desktop,Slice2,10,177
TXN4719214031,1272.62,Withdrawal,10:19:00 AM,19,Failed,1,TRUE,1,51.5074 N, 2.3522 W,Desktop,Slice2,14,110
TXN9644247673,260.21,Withdrawal,10:09:00 AM,9,Success,0,FALSE,0,35.6895 N, -118.2437 W,Desktop,Slice2,18,227
TXN4038631801,349.61,Transfer,10:06:00 AM,6,Failed,1,TRUE,1,48.8566 N, 37.6173 W,Mobile,Slice1,19,176
TXN3710024296,259,Withdrawal,10:33:00 AM,33,Success,0,FALSE,0,48.8566 N, 0.1278 W,Desktop,Slice2,11,174
TXN6322314609,102.81,Transfer,10:51:00 AM,51,Success,0,FALSE,0,51.5074 N, 2.3522 W,Mobile,Slice1,5,91
TXN2046870073,396.54,Withdrawal,10:55:00 AM,55,Success,0,FALSE,0,48.8566 N, 2.3522 W,Mobile,Slice1,12,77
TXN5078779271,794.73,Deposit,10:22:00 AM,22,Success,0,TRUE,1,51.5074 N, 0.1278 W,Mobile,Slice2,8,221
TXN8272540722,1404.91,Withdrawal,10:01:00 AM,1,Failed,1,FALSE,0,55.7558 N, 0.1278 W,Desktop,Slice1,7,221
TXN8956956973,88.64,Withdrawal,10:25:00 AM,25,Failed,1,TRUE,1,34.0522 N, -118.2437 W,Mobile,Slice3,19,127
TXN1183529701,890.83,Withdrawal,10:57:00 AM,57,Failed,1,FALSE,0,48.8566 N, 139.6917 W,Desktop,Slice3,3,117
TXN3581606217,1360.18,Withdrawal,10:53:00 AM,53,Failed,1,TRUE,1,55.7558 N, 0.1278 W,Desktop,Slice3,13,57
TXN8836932523,1181.01,Transfer,10:31:00 AM,31,Success,0,FALSE,0,55.7558 N, -74.006 W,Mobile,Slice1,18,123
TXN6844399702,766.93,Withdrawal,10:18:00 AM,18,Failed,1,TRUE,1,35.6895 N, -118.2437 W,Mobile,Slice1,5,158
TXN9753006039,350.01,Withdrawal,10:05:00 AM,5,Failed,1,FALSE,0,40.7128 N, -118.2437 W,Mobile,Slice3,7,166
TXN9155119110,116.93,Withdrawal,10:14:00 AM,14,Success,0,TRUE,1,40.7128 N, 0.1278 W,Mobile,Slice3,13,52
TXN4482249133,1460.24,Transfer,10:37:00 AM,37,Failed,1,FALSE,0,48.8566 N, -118.2437 W,Mobile,Slice1,20,98
TXN4817008281,1205.92,Withdrawal,10:17:00 AM,17,Failed,1,TRUE,1,55.7558 N, -118.2437 W,Mobile,Slice2,7,126
TXN3215135557,263.79,Transfer,10:10:00 AM,10,Failed,1,TRUE,1,51.5074 N, 0.1278 W,Desktop,Slice2,14,194
TXN2294957204,597.89,Withdrawal,10:59:00 AM,59,Failed,1,TRUE,1,55.7558 N, 139.6917 W,Mobile,Slice1,17,147
TXN5515093118,275.18,Transfer,10:42:00 AM,42,Success,0,TRUE,1,51.5074 N, 0.1278 W,Desktop,Slice2,14,232
TXN5955230998,337.39,Deposit,10:45:00 AM,45,Failed,1,FALSE,0,40.7128 N, 2.3522 W,Mobile,Slice1,10,169
TXN7683609463,152.01,Withdrawal,10:48:00 AM,48,Failed,1,TRUE,1,51.5074 N, -118.2437 W,Desktop,Slice1,12,204
TXN9272395195,523.92,Transfer,10:11:00 AM,11,Failed,1,TRUE,1,48.8566 N, 139.6917 W,Mobile,Slice1,15,66
TXN3523224916,1010.44,Withdrawal,10:58:00 AM,58,Success,0,TRUE,1,35.6895 N, 0.1278 W,Mobile,Slice2,10,120
TXN1093768801,1319.31,Transfer,10:27:00 AM,27,Failed,1,TRUE,1,55.7558 N, 2.3522 W,Mobile,Slice2,12,92
TXN5422336942,1015.37,Transfer,10:42:00 AM,42,Success,0,TRUE,1,35.6895 N, 2.3522 W,Mobile,Slice2,17,197
TXN5693088212,159.86,Deposit,10:50:00 AM,50,Success,0,TRUE,1,48.8566 N, -118.2437 W,Desktop,Slice2,6,207
TXN1895509653,977.23,Deposit,10:59:00 AM,59,Success,0,TRUE,1,51.5074 N, 37.6173 W,Mobile,Slice1,3,166
TXN4864313140,113.55,Withdrawal,10:54:00 AM,54,Failed,1,FALSE,0,51.5074 N, 139.6917 W,Mobile,Slice2,4,217
TXN3921821159,1122.6,Withdrawal,10:21:00 AM,21,Success,0,FALSE,0,51.5074 N, 0.1278 W,Desktop,Slice3,12,231
TXN3473885435,1245.9,Deposit,10:51:00 AM,51,Failed,1,TRUE,1,48.8566 N, 139.6917 W,Desktop,Slice3,15,87
TXN8723172315,1091.63,Withdrawal,10:18:00 AM,18,Failed,1,FALSE,0,55.7558 N, 37.6173 W,Mobile,Slice1,14,86
TXN4717279150,420.94,Withdrawal,10:53:00 AM,53,Success,0,TRUE,1,51.5074 N, -118.2437 W,Desktop,Slice1,19,169
TXN2144060017,268.65,Transfer,10:47:00 AM,47,Success,0,TRUE,1,35.6895 N, 37.6173 W,Desktop,Slice2,5,152
TXN3506993682,897.39,Deposit,10:07:00 AM,7,Failed,1,TRUE,1,48.8566 N, -118.2437 W,Mobile,Slice3,9,208
TXN3465112627,1478.53,Transfer,10:54:00 AM,54,Failed,1,FALSE,0,48.8566 N, 139.6917 W,Mobile,Slice2,4,63
TXN2795257887,1000.94,Deposit,10:26:00 AM,26,Failed,1,TRUE,1,51.5074 N, 139.6917 W,Mobile,Slice1,11,112
TXN4445805450,543.02,Deposit,10:23:00 AM,23,Failed,1,FALSE,0,35.6895 N, 0.1278 W,Desktop,Slice3,19,207
TXN6234566048,615.92,Deposit,10:36:00 AM,36,Success,0,TRUE,1,40.7128 N, 0.1278 W,Desktop,Slice3,6,138
TXN7967055596,783.76,Withdrawal,10:56:00 AM,56,Failed,1,TRUE,1,40.7128 N, 0.1278 W,Desktop,Slice2,19,95
TXN1754402542,1085.26,Deposit,10:29:00 AM,29,Failed,1,FALSE,0,55.7558 N, 139.6917 W,Mobile,Slice2,18,200
TXN8149798658,69.26,Withdrawal,10:10:00 AM,10,Failed,1,FALSE,0,55.7558 N, 2.3522 W,Mobile,Slice1,9,89
TXN3866221574,649.53,Transfer,10:13:00 AM,13,Failed,1,FALSE,0,48.8566 N, -74.006 W,Mobile,Slice3,10,132
TXN7074825756,893.51,Deposit,10:01:00 AM,1,Failed,1,FALSE,0,48.8566 N, 139.6917 W,Desktop,Slice3,19,205
TXN1264483408,978.2,Deposit,10:05:00 AM,5,Failed,1,TRUE,1,51.5074 N, 0.1278 W,Desktop,Slice3,11,91
TXN2630973907,1324.85,Withdrawal,10:41:00 AM,41,Success,0,TRUE,1,40.7128 N, 139.6917 W,Mobile,Slice2,9,72
TXN6559269684,121.48,Transfer,10:57:00 AM,57,Success,0,FALSE,0,55.7558 N, 139.6917 W,Desktop,Slice2,9,173
TXN5264915932,614.72,Withdrawal,10:01:00 AM,1,Success,0,FALSE,0,34.0522 N, 139.6917 W,Desktop,Slice2,19,247
TXN2571649134,807.82,Deposit,10:08:00 AM,8,Success,0,TRUE,1,55.7558 N, -74.006 W,Desktop,Slice1,11,76
TXN7009664995,1454.09,Deposit,10:03:00 AM,3,Failed,1,FALSE,0,34.0522 N, 139.6917 W,Desktop,Slice1,11,187
TXN1865615153,1263.45,Deposit,10:47:00 AM,47,Success,0,FALSE,0,51.5074 N, 2.3522 W,Desktop,Slice2,19,188
TXN4168078707,567.4,Deposit,10:05:00 AM,5,Success,0,TRUE,1,48.8566 N, -118.2437 W,Desktop,Slice3,19,128
TXN8990079335,892.61,Deposit,10:36:00 AM,36,Success,0,FALSE,0,55.7558 N, 0.1278 W,Mobile,Slice3,14,101
TXN4521283693,633.35,Deposit,11:00:00 AM,0,Failed,1,FALSE,0,40.7128 N, 0.1278 W,Desktop,Slice1,18,126
TXN1398097487,746.64,Deposit,10:51:00 AM,51,Success,0,TRUE,1,40.7128 N, -118.2437 W,Mobile,Slice1,7,187
TXN8373322501,528.35,Withdrawal,10:09:00 AM,9,Success,0,FALSE,0,55.7558 N, 139.6917 W,Desktop,Slice3,16,174
TXN4905953142,624.86,Withdrawal,10:35:00 AM,35,Failed,1,FALSE,0,48.8566 N, 37.6173 W,Mobile,Slice1,17,214
TXN5052028045,1346.57,Withdrawal,10:46:00 AM,46,Failed,1,TRUE,1,51.5074 N, 37.6173 W,Desktop,Slice2,19,53
TXN4933949135,535.09,Deposit,10:44:00 AM,44,Failed,1,FALSE,0,51.5074 N, 139.6917 W,Mobile,Slice2,19,191
TXN1428054922,668.52,Deposit,10:05:00 AM,5,Failed,1,FALSE,0,55.7558 N, 2.3522 W,Mobile,Slice1,15,151
TXN3264969836,487.74,Transfer,10:40:00 AM,40,Success,0,TRUE,1,55.7558 N, 37.6173 W,Mobile,Slice3,6,204
TXN8730102843,215.42,Deposit,10:13:00 AM,13,Success,0,FALSE,0,40.7128 N, 2.3522 W,Desktop,Slice2,14,172
TXN2498617562,786.57,Transfer,10:23:00 AM,23,Success,0,TRUE,1,51.5074 N, 2.3522 W,Mobile,Slice1,9,82
TXN8239315689,1263.21,Withdrawal,10:32:00 AM,32,Failed,1,FALSE,0,34.0522 N, -118.2437 W,Desktop,Slice3,15,209
TXN6622880955,396.08,Transfer,10:23:00 AM,23,Failed,1,TRUE,1,34.0522 N, 0.1278 W,Mobile,Slice2,11,153
TXN1889402287,714.58,Transfer,10:55:00 AM,55,Success,0,FALSE,0,35.6895 N, 0.1278 W,Mobile,Slice2,4,112
TXN4190406320,643.4,Transfer,10:56:00 AM,56,Success,0,FALSE,0,55.7558 N, -118.2437 W,Desktop,Slice2,3,98
TXN2969596138,1333.87,Withdrawal,10:27:00 AM,27,Success,0,FALSE,0,40.7128 N, 139.6917 W,Mobile,Slice3,16,150
TXN3316454211,1292.55,Transfer,10:12:00 AM,12,Failed,1,FALSE,0,51.5074 N, 37.6173 W,Desktop,Slice1,13,94
TXN7693168196,1209.22,Deposit,10:55:00 AM,55,Success,0,TRUE,1,35.6895 N, 0.1278 W,Desktop,Slice3,4,215
TXN5423422909,971.32,Withdrawal,10:47:00 AM,47,Success,0,FALSE,0,40.7128 N, 2.3522 W,Desktop,Slice1,4,105
TXN8130580934,155.79,Deposit,10:24:00 AM,24,Failed,1,TRUE,1,34.0522 N, -118.2437 W,Mobile,Slice2,11,192
